year,level_1,level_2,value
1980,Other Ethnic Groups (Total),45 - 49 Years,1042
1980,Other Ethnic Groups (Total),50 - 54 Years,1001
1980,Other Ethnic Groups (Total),55 - 59 Years,876
1980,Other Ethnic Groups (Total),60 - 64 Years,672
1980,Other Ethnic Groups (Total),65 - 69 Years,496
1980,Other Ethnic Groups (Total),70 - 74 Years,319
1980,Other Ethnic Groups (Total),75 - 79 Years,232
1980,Other Ethnic Groups (Total),80 - 84 Years,120
1980,Other Ethnic Groups (Total),65 Years & Over,1227
1980,Other Ethnic Groups (Total),70 Years & Over,731
1980,Other Ethnic Groups (Total),75 Years & Over,412
1980,Other Ethnic Groups (Total),80 Years & Over,180
1980,Other Ethnic Groups (Total),85 Years & Over,60
1980,Other Ethnic Groups (Males),0  -  4 Years,757
1980,Other Ethnic Groups (Males),5  -  9 Years,757
1980,Other Ethnic Groups (Males),10 - 14 Years,798
1980,Other Ethnic Groups (Males),15 - 19 Years,1068
1980,Other Ethnic Groups (Males),20 - 24 Years,1023
1980,Other Ethnic Groups (Males),25 - 29 Years,871
1980,Other Ethnic Groups (Males),30 - 34 Years,794
1980,Other Ethnic Groups (Males),35 - 39 Years,402
1980,Other Ethnic Groups (Males),40 - 44 Years,483
1980,Other Ethnic Groups (Males),45 - 49 Years,530
1980,Other Ethnic Groups (Males),50 - 54 Years,500
1980,Other Ethnic Groups (Males),55 - 59 Years,473
1980,Other Ethnic Groups (Males),60 - 64 Years,345
1980,Other Ethnic Groups (Males),65 - 69 Years,233
1980,Other Ethnic Groups (Males),70 - 74 Years,153
1980,Other Ethnic Groups (Males),75 - 79 Years,92
1980,Other Ethnic Groups (Males),80 - 84 Years,38
1980,Other Ethnic Groups (Males),65 Years & Over,534
1980,Other Ethnic Groups (Males),70 Years & Over,301
1980,Other Ethnic Groups (Males),75 Years & Over,148
1980,Other Ethnic Groups (Males),80 Years & Over,56
1980,Other Ethnic Groups (Males),85 Years & Over,18
1980,Other Ethnic Groups (Females),0  -  4 Years,733
1980,Other Ethnic Groups (Females),5  -  9 Years,709
1980,Other Ethnic Groups (Females),10 - 14 Years,805
1980,Other Ethnic Groups (Females),15 - 19 Years,996
1980,Other Ethnic Groups (Females),20 - 24 Years,919
1980,Other Ethnic Groups (Females),25 - 29 Years,795
1980,Other Ethnic Groups (Females),30 - 34 Years,732
1980,Other Ethnic Groups (Females),35 - 39 Years,393
1980,Other Ethnic Groups (Females),40 - 44 Years,569
1980,Other Ethnic Groups (Females),45 - 49 Years,512
1980,Other Ethnic Groups (Females),50 - 54 Years,501
1980,Other Ethnic Groups (Females),55 - 59 Years,403
1980,Other Ethnic Groups (Females),60 - 64 Years,327
1980,Other Ethnic Groups (Females),65 - 69 Years,263
1980,Other Ethnic Groups (Females),70 - 74 Years,166
1980,Other Ethnic Groups (Females),75 - 79 Years,140
1980,Other Ethnic Groups (Females),80 - 84 Years,82
1980,Other Ethnic Groups (Females),65 Years & Over,693
1980,Other Ethnic Groups (Females),70 Years & Over,430
1980,Other Ethnic Groups (Females),75 Years & Over,264
1980,Other Ethnic Groups (Females),80 Years & Over,124
1980,Other Ethnic Groups (Females),85 Years & Over,42
1990,Total Citizen,0  -  4 Years,219067
1990,Total Citizen,5  -  9 Years,198516
1990,Total Citizen,10 - 14 Years,191808
1990,Total Citizen,15 - 19 Years,217727
1990,Total Citizen,20 - 24 Years,230311
1990,Total Citizen,25 - 29 Years,275477
1990,Total Citizen,30 - 34 Years,284011
1990,Total Citizen,35 - 39 Years,243492
1990,Total Citizen,40 - 44 Years,196558
1990,Total Citizen,45 - 49 Years,120661
1990,Total Citizen,50 - 54 Years,112111
1990,Total Citizen,55 - 59 Years,96518
1990,Total Citizen,60 - 64 Years,79851
1990,Total Citizen,65 - 69 Years,57445
1990,Total Citizen,70 - 74 Years,43409
1990,Total Citizen,75 - 79 Years,31118
1990,Total Citizen,80 - 84 Years,16769
1990,Total Citizen,65 Years & Over,157628
1990,Total Citizen,70 Years & Over,100183
1990,Total Citizen,75 Years & Over,56774
1990,Total Citizen,80 Years & Over,25656
1990,Total Citizen,85 Years & Over,8887
1990,Total Male Citizens,0  -  4 Years,113418
1990,Total Male Citizens,5  -  9 Years,102989
1990,Total Male Citizens,10 - 14 Years,99160
1990,Total Male Citizens,15 - 19 Years,112382
1990,Total Male Citizens,20 - 24 Years,118226
1990,Total Male Citizens,25 - 29 Years,141226
1990,Total Male Citizens,30 - 34 Years,145307
1990,Total Male Citizens,35 - 39 Years,123688
1990,Total Male Citizens,40 - 44 Years,98897
1990,Total Male Citizens,45 - 49 Years,59925
1990,Total Male Citizens,50 - 54 Years,56200
1990,Total Male Citizens,55 - 59 Years,47827
1990,Total Male Citizens,60 - 64 Years,39067
1990,Total Male Citizens,65 - 69 Years,27776
1990,Total Male Citizens,70 - 74 Years,19561
1990,Total Male Citizens,75 - 79 Years,13288
1990,Total Male Citizens,80 - 84 Years,6732
1990,Total Male Citizens,65 Years & Over,70378
1990,Total Male Citizens,70 Years & Over,42602
1990,Total Male Citizens,75 Years & Over,23041
1990,Total Male Citizens,80 Years & Over,9753
1990,Total Male Citizens,85 Years & Over,3021
1990,Total Female Citizens,0  -  4 Years,105649
1990,Total Female Citizens,5  -  9 Years,95527
1990,Total Female Citizens,10 - 14 Years,92648
1990,Total Female Citizens,15 - 19 Years,105345
1990,Total Female Citizens,20 - 24 Years,112085
1990,Total Female Citizens,25 - 29 Years,134251
1990,Total Female Citizens,30 - 34 Years,138704
1990,Total Female Citizens,35 - 39 Years,119804
1990,Total Female Citizens,40 - 44 Years,97661
1990,Total Female Citizens,45 - 49 Years,60736
1990,Total Female Citizens,50 - 54 Years,55911
1990,Total Female Citizens,55 - 59 Years,48691
1990,Total Female Citizens,60 - 64 Years,40784
1990,Total Female Citizens,65 - 69 Years,29669
1990,Total Female Citizens,70 - 74 Years,23848
1990,Total Female Citizens,75 - 79 Years,17830
1990,Total Female Citizens,80 - 84 Years,10037
1990,Total Female Citizens,65 Years & Over,87250
1990,Total Female Citizens,70 Years & Over,57581
1990,Total Female Citizens,75 Years & Over,33733
1990,Total Female Citizens,80 Years & Over,15903
1990,Total Female Citizens,85 Years & Over,5866
1990,Total Malays,0  -  4 Years,45160
1990,Total Malays,5  -  9 Years,36909
1990,Total Malays,10 - 14 Years,26961
1990,Total Malays,15 - 19 Years,31103
1990,Total Malays,20 - 24 Years,37670
1990,Total Malays,25 - 29 Years,45921
1990,Total Malays,30 - 34 Years,39591
1990,Total Malays,35 - 39 Years,28944
1990,Total Malays,40 - 44 Years,20235
1990,Total Malays,45 - 49 Years,11136
1990,Total Malays,50 - 54 Years,11846
1990,Total Malays,55 - 59 Years,11944
1990,Total Malays,60 - 64 Years,10490
1990,Total Malays,65 - 69 Years,7515
1990,Total Malays,70 - 74 Years,4527
1990,Total Malays,75 - 79 Years,2273
1990,Total Malays,80 - 84 Years,1078
1990,Total Malays,65 Years & Over,15876
1990,Total Malays,70 Years & Over,8361
1990,Total Malays,75 Years & Over,3834
1990,Total Malays,80 Years & Over,1561
1990,Total Malays,85 Years & Over,483
1990,Total Male Malays,0  -  4 Years,23104
1990,Total Male Malays,5  -  9 Years,19039
1990,Total Male Malays,10 - 14 Years,14003
1990,Total Male Malays,15 - 19 Years,16115
1990,Total Male Malays,20 - 24 Years,19261
1990,Total Male Malays,25 - 29 Years,23639
1990,Total Male Malays,30 - 34 Years,20507
1990,Total Male Malays,35 - 39 Years,14680
1990,Total Male Malays,40 - 44 Years,10178
1990,Total Male Malays,45 - 49 Years,5351
1990,Total Male Malays,50 - 54 Years,6055
1990,Total Male Malays,55 - 59 Years,5648
1990,Total Male Malays,60 - 64 Years,5517
1990,Total Male Malays,65 - 69 Years,4202
1990,Total Male Malays,70 - 74 Years,2485
1990,Total Male Malays,75 - 79 Years,1160
1990,Total Male Malays,80 - 84 Years,554
1990,Total Male Malays,65 Years & Over,8647
1990,Total Male Malays,70 Years & Over,4445
1990,Total Male Malays,75 Years & Over,1960
1990,Total Male Malays,80 Years & Over,800
1990,Total Male Malays,85 Years & Over,246
1990,Total Female Malays,0  -  4 Years,22056
1990,Total Female Malays,5  -  9 Years,17870
1990,Total Female Malays,10 - 14 Years,12958
1990,Total Female Malays,15 - 19 Years,14988
1990,Total Female Malays,20 - 24 Years,18409
1990,Total Female Malays,25 - 29 Years,22282
1990,Total Female Malays,30 - 34 Years,19084
1990,Total Female Malays,35 - 39 Years,14264
1990,Total Female Malays,40 - 44 Years,10057
1990,Total Female Malays,45 - 49 Years,5785
1990,Total Female Malays,50 - 54 Years,5791
1990,Total Female Malays,55 - 59 Years,6296
1990,Total Female Malays,60 - 64 Years,4973
1990,Total Female Malays,65 - 69 Years,3313
1990,Total Female Malays,70 - 74 Years,2042
1990,Total Female Malays,75 - 79 Years,1113
1990,Total Female Malays,80 - 84 Years,524
1990,Total Female Malays,65 Years & Over,7229
1990,Total Female Malays,70 Years & Over,3916
1990,Total Female Malays,75 Years & Over,1874
1990,Total Female Malays,80 Years & Over,761
1990,Total Female Malays,85 Years & Over,237
1990,Total Chinese,0  -  4 Years,153706
1990,Total Chinese,5  -  9 Years,144882
1990,Total Chinese,10 - 14 Years,151309
1990,Total Chinese,15 - 19 Years,171367
1990,Total Chinese,20 - 24 Years,173910
1990,Total Chinese,25 - 29 Years,206437
1990,Total Chinese,30 - 34 Years,221846
1990,Total Chinese,35 - 39 Years,196867
1990,Total Chinese,40 - 44 Years,162464
1990,Total Chinese,45 - 49 Years,102138
1990,Total Chinese,50 - 54 Years,92601
1990,Total Chinese,55 - 59 Years,76464
1990,Total Chinese,60 - 64 Years,61750
1990,Total Chinese,65 - 69 Years,44483
1990,Total Chinese,70 - 74 Years,35755
1990,Total Chinese,75 - 79 Years,27296
1990,Total Chinese,80 - 84 Years,15045
1990,Total Chinese,65 Years & Over,130681
1990,Total Chinese,70 Years & Over,86198
1990,Total Chinese,75 Years & Over,50443
1990,Total Chinese,80 Years & Over,23147
1990,Total Chinese,85 Years & Over,8102
1990,Total Male Chinese,0  -  4 Years,79849
1990,Total Male Chinese,5  -  9 Years,75353
1990,Total Male Chinese,10 - 14 Years,78243
1990,Total Male Chinese,15 - 19 Years,88401
1990,Total Male Chinese,20 - 24 Years,89273
1990,Total Male Chinese,25 - 29 Years,105765
1990,Total Male Chinese,30 - 34 Years,113049
1990,Total Male Chinese,35 - 39 Years,100005
1990,Total Male Chinese,40 - 44 Years,81751
1990,Total Male Chinese,45 - 49 Years,51043
1990,Total Male Chinese,50 - 54 Years,46468
1990,Total Male Chinese,55 - 59 Years,37392
1990,Total Male Chinese,60 - 64 Years,28541
1990,Total Male Chinese,65 - 69 Years,19823
1990,Total Male Chinese,70 - 74 Years,14923
1990,Total Male Chinese,75 - 79 Years,11117
1990,Total Male Chinese,80 - 84 Years,5772
1990,Total Male Chinese,65 Years & Over,54254
1990,Total Male Chinese,70 Years & Over,34431
1990,Total Male Chinese,75 Years & Over,19508
1990,Total Male Chinese,80 Years & Over,8391
1990,Total Male Chinese,85 Years & Over,2619
1990,Total Female Chinese,0  -  4 Years,73857
1990,Total Female Chinese,5  -  9 Years,69529
1990,Total Female Chinese,10 - 14 Years,73066
1990,Total Female Chinese,15 - 19 Years,82966
1990,Total Female Chinese,20 - 24 Years,84637
1990,Total Female Chinese,25 - 29 Years,100672
1990,Total Female Chinese,30 - 34 Years,108797
1990,Total Female Chinese,35 - 39 Years,96862
1990,Total Female Chinese,40 - 44 Years,80713
1990,Total Female Chinese,45 - 49 Years,51095
1990,Total Female Chinese,50 - 54 Years,46133
1990,Total Female Chinese,55 - 59 Years,39072
1990,Total Female Chinese,60 - 64 Years,33209
1990,Total Female Chinese,65 - 69 Years,24660
1990,Total Female Chinese,70 - 74 Years,20832
1990,Total Female Chinese,75 - 79 Years,16179
1990,Total Female Chinese,80 - 84 Years,9273
1990,Total Female Chinese,65 Years & Over,76427
1990,Total Female Chinese,70 Years & Over,51767
1990,Total Female Chinese,75 Years & Over,30935
1990,Total Female Chinese,80 Years & Over,14756
1990,Total Female Chinese,85 Years & Over,5483
1990,Total Indians,0  -  4 Years,17190
1990,Total Indians,5  -  9 Years,14497
1990,Total Indians,10 - 14 Years,11906
1990,Total Indians,15 - 19 Years,13606
1990,Total Indians,20 - 24 Years,16945
1990,Total Indians,25 - 29 Years,20785
1990,Total Indians,30 - 34 Years,20149
1990,Total Indians,35 - 39 Years,15698
1990,Total Indians,40 - 44 Years,12111
1990,Total Indians,45 - 49 Years,6489
1990,Total Indians,50 - 54 Years,6575
1990,Total Indians,55 - 59 Years,6994
1990,Total Indians,60 - 64 Years,6600
1990,Total Indians,65 - 69 Years,4611
1990,Total Indians,70 - 74 Years,2578
1990,Total Indians,75 - 79 Years,1189
1990,Total Indians,80 - 84 Years,460
1990,Total Indians,65 Years & Over,9027
1990,Total Indians,70 Years & Over,4416
1990,Total Indians,75 Years & Over,1838
1990,Total Indians,80 Years & Over,649
1990,Total Indians,85 Years & Over,189
1990,Total Male Indians,0  -  4 Years,8884
1990,Total Male Indians,5  -  9 Years,7469
1990,Total Male Indians,10 - 14 Years,6070
1990,Total Male Indians,15 - 19 Years,7004
1990,Total Male Indians,20 - 24 Years,8808
1990,Total Male Indians,25 - 29 Years,10646
1990,Total Male Indians,30 - 34 Years,10528
1990,Total Male Indians,35 - 39 Years,7977
1990,Total Male Indians,40 - 44 Years,6048
1990,Total Male Indians,45 - 49 Years,3071
1990,Total Male Indians,50 - 54 Years,3168
1990,Total Male Indians,55 - 59 Years,4254
1990,Total Male Indians,60 - 64 Years,4528
1990,Total Male Indians,65 - 69 Years,3333
1990,Total Male Indians,70 - 74 Years,1905
1990,Total Male Indians,75 - 79 Years,861
1990,Total Male Indians,80 - 84 Years,328
1990,Total Male Indians,65 Years & Over,6548
1990,Total Male Indians,70 Years & Over,3215
1990,Total Male Indians,75 Years & Over,1310
1990,Total Male Indians,80 Years & Over,449
1990,Total Male Indians,85 Years & Over,121
1990,Total Female Indians,0  -  4 Years,8306
1990,Total Female Indians,5  -  9 Years,7028
1990,Total Female Indians,10 - 14 Years,5836
1990,Total Female Indians,15 - 19 Years,6602
1990,Total Female Indians,20 - 24 Years,8137
1990,Total Female Indians,25 - 29 Years,10139
1990,Total Female Indians,30 - 34 Years,9621
1990,Total Female Indians,35 - 39 Years,7721
1990,Total Female Indians,40 - 44 Years,6063
1990,Total Female Indians,45 - 49 Years,3418
1990,Total Female Indians,50 - 54 Years,3407
1990,Total Female Indians,55 - 59 Years,2740
1990,Total Female Indians,60 - 64 Years,2072
1990,Total Female Indians,65 - 69 Years,1278
1990,Total Female Indians,70 - 74 Years,673
1990,Total Female Indians,75 - 79 Years,328
1990,Total Female Indians,80 - 84 Years,132
1990,Total Female Indians,65 Years & Over,2479
1990,Total Female Indians,70 Years & Over,1201
1990,Total Female Indians,75 Years & Over,528
1990,Total Female Indians,80 Years & Over,200
1990,Total Female Indians,85 Years & Over,68
1990,Other Ethnic Groups (Total),0  -  4 Years,3011
1990,Other Ethnic Groups (Total),5  -  9 Years,2228
1990,Other Ethnic Groups (Total),10 - 14 Years,1632
1990,Other Ethnic Groups (Total),15 - 19 Years,1651
1990,Other Ethnic Groups (Total),20 - 24 Years,1786
1990,Other Ethnic Groups (Total),25 - 29 Years,2334
1990,Other Ethnic Groups (Total),30 - 34 Years,2425
1990,Other Ethnic Groups (Total),35 - 39 Years,1983
1990,Other Ethnic Groups (Total),40 - 44 Years,1748
1990,Other Ethnic Groups (Total),45 - 49 Years,898
1990,Other Ethnic Groups (Total),50 - 54 Years,1089
1990,Other Ethnic Groups (Total),55 - 59 Years,1116
1990,Other Ethnic Groups (Total),60 - 64 Years,1011
1990,Other Ethnic Groups (Total),65 - 69 Years,836
1990,Other Ethnic Groups (Total),70 - 74 Years,549
1990,Other Ethnic Groups (Total),75 - 79 Years,360
1990,Other Ethnic Groups (Total),80 - 84 Years,186
1990,Other Ethnic Groups (Total),65 Years & Over,2044
1990,Other Ethnic Groups (Total),70 Years & Over,1208
1990,Other Ethnic Groups (Total),75 Years & Over,659
1990,Other Ethnic Groups (Total),80 Years & Over,299
1990,Other Ethnic Groups (Total),85 Years & Over,113
1990,Other Ethnic Groups (Males),0  -  4 Years,1581
1990,Other Ethnic Groups (Males),5  -  9 Years,1128
1990,Other Ethnic Groups (Males),10 - 14 Years,844
1990,Other Ethnic Groups (Males),15 - 19 Years,862
1990,Other Ethnic Groups (Males),20 - 24 Years,884
1990,Other Ethnic Groups (Males),25 - 29 Years,1176
1990,Other Ethnic Groups (Males),30 - 34 Years,1223
1990,Other Ethnic Groups (Males),35 - 39 Years,1026
1990,Other Ethnic Groups (Males),40 - 44 Years,920
1990,Other Ethnic Groups (Males),45 - 49 Years,460
1990,Other Ethnic Groups (Males),50 - 54 Years,509
1990,Other Ethnic Groups (Males),55 - 59 Years,533
1990,Other Ethnic Groups (Males),60 - 64 Years,481
1990,Other Ethnic Groups (Males),65 - 69 Years,418
1990,Other Ethnic Groups (Males),70 - 74 Years,248
1990,Other Ethnic Groups (Males),75 - 79 Years,150
1990,Other Ethnic Groups (Males),80 - 84 Years,78
1990,Other Ethnic Groups (Males),65 Years & Over,929
1990,Other Ethnic Groups (Males),70 Years & Over,511
1990,Other Ethnic Groups (Males),75 Years & Over,263
1990,Other Ethnic Groups (Males),80 Years & Over,113
1990,Other Ethnic Groups (Males),85 Years & Over,35
1990,Other Ethnic Groups (Females),0  -  4 Years,1430
1990,Other Ethnic Groups (Females),5  -  9 Years,1100
1990,Other Ethnic Groups (Females),10 - 14 Years,788
1990,Other Ethnic Groups (Females),15 - 19 Years,789
1990,Other Ethnic Groups (Females),20 - 24 Years,902
1990,Other Ethnic Groups (Females),25 - 29 Years,1158
1990,Other Ethnic Groups (Females),30 - 34 Years,1202
1990,Other Ethnic Groups (Females),35 - 39 Years,957
1990,Other Ethnic Groups (Females),40 - 44 Years,828
1990,Other Ethnic Groups (Females),45 - 49 Years,438
1990,Other Ethnic Groups (Females),50 - 54 Years,580
1990,Other Ethnic Groups (Females),55 - 59 Years,583
1990,Other Ethnic Groups (Females),60 - 64 Years,530
1990,Other Ethnic Groups (Females),65 - 69 Years,418
1990,Other Ethnic Groups (Females),70 - 74 Years,301
1990,Other Ethnic Groups (Females),75 - 79 Years,210
1990,Other Ethnic Groups (Females),80 - 84 Years,108
